name,gender,function,country_code,country,height_cm,weight,disciplines,events,birth_date,year,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
Lars BALK,Male,Athlete,NED,Netherlands,,,Hockey,Men,1996-02-26,1996,,,,,De Mug (The Mosquito),,"Athlete, customer service representative",Received a degree in Sports and Recreation Studies from ROC Central Netherlands (Utrecht) in 2017 and a degree in Commercial Economics from Amsterdam University of Applied Sciences (NED) in 2019,,"Dutch., English",National: Jeroen Delmee (NED).<br>Club: Tim Oudenaller (NED),"""My father and brother were both involved in the sport and ever since I was young, I would be at the club with a stick in my hands."" (myInfo)","Hockey player David Harte (IRL), 2016 Olympian, 2015 EuroHockey Nations Championships bronze medallist.</p><p>Hockey player Geert-Jan Derikx (NED), 2004 Olympic silver medallist, two-time European championships medallist (2007 gold, 2005 silver)",,,,,Indoor hockey: Won a gold medal with the indoor national team at the 2015 Indoor World Cup
Lars Martin BENSKE,Male,Athlete,NOR,Norway,,,Rowing,Lightweight Men's Double Sculls,1999-09-17,1999,,,FREDRIKSTAD,Norway,,,Athlete,"Graduated with a Bachelor's degree in Physical Education from Norwegian School of Sports Sciences (Oslo, NOR)",,Norwegian,,,,,,,,
Lars RUDIGER,Male,Athlete,GER,Germany,,,Diving,Men's 3m Springboard,1996-04-17,1996,BERLIN,Germany,BERLIN,Germany,,,,,,,,,,,,,,
Lasha BEKAURI,Male,Athlete,GEO,Georgia,,,Judo,"Men -90 kg', 'Mixed Team",2000-07-26,2000,"ARKHILOSKALO, GUDAMAKARI",Georgia,TBILISI,Georgia,,,Athlete,"Georgian National University, Tbilisi (GEO)",,"English, Georgian",Personal: Lekso Gviniashvili (GEO),,,"Kakha Tsiklauri. ""He was my first judo teacher and a very good person."" (YouTube, 22 Sep 2022)",,,,
Lasha GOBADZE,Male,Athlete,GEO,Georgia,,,Wrestling,Men's Greco-Roman 87kg,1994-01-10,1994,,,,,,,,,,,,,,,,,,
Lasha GURULI,Male,Athlete,GEO,Georgia,178,,Boxing,Men's 63.5kg,1996-08-27,1996,RUSTAVI,Georgia,RUSTAVI,Georgia,,,,"Studied at the State College of Physical Education and Sports (Tbilisi, GEO)","Partner, Mariam Mumladze",Georgian,,,,,,,,
Lasha SHAVDATUASHVILI,Male,Athlete,GEO,Georgia,,,Judo,"Men -73 kg', 'Mixed Team",1992-01-31,1992,GORI,Georgia,GORI,Georgia,,,,,,,,,,,,,,
Lasha TALAKHADZE,Male,Athlete,GEO,Georgia,,,Weightlifting,Men's +102kg,1993-10-02,1993,SACHKHERE,Georgia,TBILISI,Georgia,,Reading,Athlete,,"Wife, Anuki Demuria. Three daughters. Father, Koba",Georgian,National: Giorgi Asanidze (GEO),"“As a child, all I knew about weightlifting was that my father did the sport. I did my first workout with him and he introduced me to Giorgi Asanidze, a great athlete and my future trainer.” (myInfo)",,,,"Father, Koba Talakhadze (weightlifting), represented Georgia in the 1990s",,
Lassana DIAKHABY,Male,Alternate Athlete,GUI,Guinea,195,,Football,Men,2004-01-05,2004,,,,,,,,,,,,,,,,,,
Lasse ANDERSSON,Male,Alternate Athlete,DEN,Denmark,196,,Handball,Men,1994-03-11,1994,COPENHAGEN,Denmark,BERLIN,Germany,,,Athlete,,"Wife, Nanna Majken Rasmussen (married July 2022). Daughter, Kalle (born December 2022)","Danish, English, Spanish",Club: Jaron Siewert (GER).<br>National: Nikolaj Jacobsen (DEN),,,,,"Brother, Nicolaj Andersson (handball), retired in 2012 due to a shoulder injury. Head coach of Swiss side LC Bruhl from  2019-2023",,
Lasse Bro MADSEN,Male,Athlete,DEN,Denmark,,,Canoe Sprint,Men's Kayak Four 500m,1994-04-04,1994,,,,,,,"Athlete, law clerk at Danish Appeals Court",Graduated with a Master's degree in Law from University of Copenhagen (DEN),,"Danish, English, German",,,,,,,,
Lasse LUEHRS,Male,Athlete,GER,Germany,,,Triathlon,Men's Individual,1996-05-16,1996,POTSDAM,Germany,BONN,Germany,,Cooking,Athlete,"Business Administration and Management at the IU International University of Applied Sciences (Bad Honnef, GER)",,"English, German","Christoph Großkopf (GER), Dan Lorang (LUX)","He was previously involved in swimming and his mother was a swimming coach. ""Therefore, I was good at swimming. Running and biking was something I always liked to do as well. That's how the triathlon fever slowly got me."" (Triathloninsider YouTube Channel, 24 Jan 2024)",,,,,,
Lassi ETELATALO,Male,Athlete,FIN,Finland,,,Athletics,Men's Javelin Throw,1988-04-30,1988,JOENSUU,Finland,HELSINKI,Finland,Lassilihas,Following sports,Athlete,Graduated as a Pharmacist from the University of Helsinki (FIN),"Partner, Anni Raunio. Daughter (born Dec 2020)",Finnish,"Self coached, sometimes connects with national coach Tuomas Laaksonen (FIN) for tips",,"Tennis player Roger Federer (SUI), 20-time Grand Slam singles champion, 2008 Olympic doubles champion, 2012 Olympic singles silver medallist",,,,,
Lassine DIARRA,Male,Athlete,MLI,Mali,184,,Football,Men,2002-11-11,2002,BAMAKO,Mali,,France,,,Athlete,,,French,National: Badra Alou Diallo (MLI),"""I fell in love with football very early on. When I was very little I dreamed of becoming a great goalkeeper."" (africafoot.com, 20 Nov 2023)",,Benoit Gaudin (scouted him when he was young),,,,
Laszlo BARTUCZ,Male,Athlete,HUN,Hungary,194,,Handball,Men,1991-11-05,1991,OROSHAZA,Hungary,TATABANYA,Hungary,,,Athlete,,,Hungarian,"National: Chema Rodriguez, (ESP).<br>Club: Dragan Dukic (SRB)",,,,,,,
Laticia-Leigh TRANSOM,Female,Athlete,NZL,New Zealand,,,Swimming,Relay Only Athlete,2001-04-10,2001,PALMERSTON NORTH,New Zealand,"BRISBANE, QLD",Australia,,,,Graduated with a Bachelor's of Psychology at University of Hawaii (USA),,English,Bobby Jovanovich (AUS),,,,,,,
LAU Wan Yau Vincent,Male,Athlete,HKG,"Hong Kong, China",,,Cycling Road,Men's Road Race,1996-09-23,1996,,,,,,,"Athlete, student",Studying Health Education at the University of Hong Kong,,English,,He was introduced to cycling at a young age by his older brother,,,,,,
Laura AARTS,Female,Athlete,NED,Netherlands,175,,Water Polo,Women,1996-08-10,1996,,,,,,,Athlete,,,Dutch,National: Evangelos Doudesis (GRE),Took up water polo after her football team tried the sport and she greatly preferred it,,,,,,
Laura ASADAUSKAITE,Female,Athlete,LTU,Lithuania,,,Modern Pentathlon,Women's Individual,1984-02-28,1984,,,,,,,,,,,,,,,,,,
Laura BARRIOS,Female,Athlete,ESP,Spain,,,Hockey,Women,2000-09-04,2000,MADRID,Spain,,Spain,,,"Athlete, student","Graduated with a degree in Biomedical Engineering from the Polytechnic University (Madrid, ESP) in 2022 and is now pursuing a Master's degree in 3D Biofabrication from the University of Utrecht (NED)","Twin sister, Sara Barrios",Spanish,National: Carlos Garcia Cuenca (ESP).<br>Club: Edu Aguilar (ESP),Her mother signed up Laura and her twin sister Sara,,,,"Twin sister, Sara Barrios (hockey), also represents Spain internationally and will compete alongside her sister at Paris 2024",,
Laura BERNAT,Female,Athlete,POL,Poland,,,Swimming,Women's 200m Backstroke,2005-09-28,2005,LUBLIN,Poland,LUBLIN,Poland,,Spending time with friends,"Athlete, student",,,Polish,,"Followed her mother and sister into the sport. ""I liked swimming straight away and decided to stick with it."" (myInfo)",Her father,,,,,
Laura CABANES GARZAS,Female,Athlete,ESP,Spain,,,Swimming,"Women's 100m Butterfly, Women's 200m Butterfly",2006-01-03,2006,,,,,,,,,,,,,,,,,,
Laura CASABUENA,Female,Athlete,ESP,Spain,,,Artistic Gymnastics,Women,2005-12-26,2005,ALCOI,Spain,,,Lauri,Playing board games with friends or family,Athlete,,"Younger sister, Lucia","English, Spanish",National: Lucia Guisado (ESP),"She was training in judo when she saw artistic gymnasts on television during London 2012. “It impressed me, it shocked me. I told my parents that I wanted to do the same.” Her father knew a gymnastics coach and enrolled her at that coach’s club. She continued to train in judo but when more time was required in both sports as she reached a higher level, she chose gymnastics. “That was the best decision.” (proyectofer.es, 25 Apr 2023; fgcv,es, 26 Feb 2021)",,,"“The key is to have a cool mind and clear objectives.” (proyectofer.es, 25 Apr 2023)",,,
Laura COLLETT,Female,Athlete,GBR,Great Britain,,,Equestrian,"Eventing Individual', 'Eventing Team",1989-08-31,1989,LEAMINGTON SPA,Great Britain,CHELTENHAM,Great Britain,,"Watching films, skiing","Athlete, breeder, horse trainer",,"Mother, Tracey Collett",English,National: Chris Bartle (GBR). <br>Personal: Richard Waygood (GBR),"She always wanted to make a career out of riding. ""I decided pretty early that that's what I wanted to do. I think I decided I wanted to leave school and do horses before I'd really decided what I wanted to do."" (myInfo)","Equestrian eventing rider Pippa Funnell (GBR), three-time Olympic medallist (two silver, one bronze), 2002 World Championships team bronze medallist","Swedish-born eventing trainer Yogi Breisner, former British Eventing Team Performance Manager","""If they (the horses) can do it, they can do it, whatever size of build or colour they are. I wouldn't really have a specific stamp of horse that I look for. Their brain is probably the most important thing for me."" (myInfo)",,,
Laura Cristina MOJICA CHALARCA,Female,Athlete,COL,Colombia,170,,Athletics,Marathon Race Walk Relay Mixed,2000-06-20,2000,,,,,,,,,,,,,,,,,,
Laura ESTER RAMOS,Female,Athlete,ESP,Spain,172,,Water Polo,Women,1990-01-22,1990,BARECOLNA,Spain,,,Pajarito (Spanish for Little Bird),"Watching TV, reading, supporting Spanish football club Barcelona",Athlete,Graduated with a degree in Biochemistry from Autonomous University of Barcelona (ESP),,"Catalan, Spanish",National: Miki Oca (ESP),She enjoyed playing a team sport in the water,"Footballer Lionel Messi (ARG), FIFA World Cup winner (2022), Copa America winner (2021), seven time Ballon d'Or winner. Lifted every major club prize in the game with Barcelona and won gold at the 2008 Olympic Games in Beijing.</p><p>Tennis player Rafael Nadal (ESP), winner of 22 Grand Slam singles titles, including a record 14 French Open titles; two-time Olympic champion (2008 singles, 2016 doubles).</p><p>Water polo player Jesus Miguel Rollan (ESP), two-time Olympic medallist (1996 gold, 1992 silver), five-time Olympian (1988, 1992, 1996, 2000, 2004), four-time world championship medallist (two gold, two silver)",,,,,
Laura FAZLIU,Female,Athlete,KOS,Kosovo,,,Judo,Women -63 kg,2000-09-28,2000,MITROVICA,Kosovo,PEJA,Kosovo,Laki,"Hiking, dancing, watching movies",Athlete,,"Father, Muzli. Mother, Vjollca. Brother, Ilmi. Sisters, Pranvera and Egzona","Albanian, English","National: Majlinda Kelmendi (KOS), Driton Kuka (KOS)",Her cousin kept nagging her to take up judo,"Judoka Majlinda Kelmendi (KOS), 2016 Olympic -52kg champion, two-time world champion (2013, 2014)",Her parents,"""Judo has made me what I am today. Because of judo I have a strong character, I believe in myself, and I am ready for everything in life."" (EJU, 11 Jan 2024)",,,
Laura FLIPPES,Female,Athlete,FRA,France,171,,Handball,Women,1994-12-13,1994,STRASBOURG,France,BUCHAREST,Romania,,,Athlete,Technologist's certificate (BTS) in chemistry,,French,National: Olivier Krumbholz (FRA).<br>Club: Adrian Vasile (ROU),Parents were handball coaches and introduced her to the sport,,,,,,
Laura FREIGANG,Female,Athlete,GER,Germany,171,,Football,Women,1998-02-01,1998,KIEL,Germany,,Germany,,,,,,,,,,,,,,
Laura FUERTES FERNANDEZ,Female,Athlete,ESP,Spain,,,Boxing,Women's 50kg,1999-04-29,1999,GIJON,Spain,MADRID,Spain,,,,"Studied at the University of Murcia (Murcia, ESP)","Father, Manuel",Spanish,"National: Rafael Lozano Munoz (ESP), Ernesto Aroche (ESP), Jorge Sanchez (ESP)","Previously did swimming, basketball, tennis and karate, before finally settling on boxing","Boxer Katie Taylor (IRL), 2012 Olympic lightweight champion.</p><p>Boxer Vasiliy Lomachenko (UKR), two-time Olympic champion, two-time world amateur champion, European amateur champion and junior world champion. One of the most successful amateur boxers of all time with a record of 396 wins and just one defeat, he has a 17-3 record in the professional ranks",,,,,
Laura GALVAN,Female,Athlete,MEX,Mexico,162,,Athletics,Women's 5000m,1991-10-05,1991,LA SAUCEDA,Mexico,GUANAJUATO,Mexico,The Gazelle from La Sauceda (her hometown),"Loves chilaquiles, a Mexican breakfast dish, and listening to podcasts",Athlete,"Graduated in 2016 with a Bachelor's degree in Food Science and Industry from Kansas State University, Manhattan, KS (USA)","Father, Ramon. Mother, Andrea. Six siblings","English, Spanish",Personal: Cecilio Blancarte (MEX),,,,"""Be courageous and open-minded when trying to meet your goals and dreams. The only thing that is impossible is that which you never try."" (hoka.com, 3 Mar 2020)",,,
Laura GARCIA-CARO,Female,Athlete,ESP,Spain,,,Athletics,Women's 20km Race Walk,1995-04-16,1995,,,,,,,,,,,,,,,,,,
Laura GIL,Female,Athlete,ESP,Spain,190,,Basketball,Women,1992-04-24,1992,MURCIA,Spain,,,Gladiadora (Gladiator),,Athlete,Degree in Psychology from UCAM Universidad Catolica San Antonio de Murcia (ESP),,Spanish,Club: Roberto Iniguez (ESP)<br>National: Miguel Mendez (ESP),"At first, she didn't have a passion for basketball. A friend encouraged her to join the team, suggesting she give it a try. After trying it out, she began playing with her friends after school",,,,,,
Laura GLAUSER,Female,Athlete,FRA,France,180,,Handball,Women,1993-08-20,1993,BESANCON,France,BUCHAREST,Romania,,,Athlete,,"Daughter, Kaniela (born 2018)",French,National: Olivier Krumbholz (FRA).<br>Club: Adrian Vasile (ROU),,,,,,,
Laura GONZALEZ,Female,Athlete,FRA,France,,,Artistic Swimming,Team,2000-09-02,2000,TOULOUSE,France,PARIS,France,,,,,,,,,,,,,,
Laura GOURLEY,Female,Athlete,AUS,Australia,,,Rowing,Women's Quadruple Sculls,2002-05-28,2002,"NARRABRI, NSW",Australia,"GLENBROOK, NSW",Australia,,,"Athlete, student","Studies Agriculture Science at Sydney University (NSW, AUS)","Father, Ian. Mother, Georgina",English,"National: John Keogh (AUS), Tom Westgarth (AUS), Ellen Randell (AUS).<br>Club: Tim McLaren (AUS).<br>Personal: Halley Chapman (AUS)",,,,,"Grandfather, Robin Gourley (rugby league), won two premierships (1965 and 1966) with the St. George Dragons in the National Rugby League (NRL). </p><p>Uncle, Scott Gourley (rugby league/rugby union), was a dual-code rugby international, capped five times by Australia in rugby union and once in rugby league. Like his father, Robin, he played for the St. George Dragons, losing three grand finals (1992, 1993, 1996)",,
Laura HEREDIA,Female,Athlete,ESP,Spain,,,Modern Pentathlon,Women's Individual,2000-01-31,2000,BARCELONA,Spain,,Spain,,,,,,,,,,,,,,
Laura HOTTENROTT,Female,Athlete,GER,Germany,170,,Athletics,Women's Marathon,1992-05-14,1992,,,,,,,,,,,,,,,,,,
Laura KRAUT,Female,Athlete,USA,United States of America,,,Equestrian,"Jumping Individual', 'Jumping Team",1965-11-14,1965,"CAMDEN, SC",United States,,,,,"Athlete, coach, horse trainer",,"Partner, Nick Skelton. Son, Bobby (born 1999). Sister, Mary Elizabeth",English,,"Her mother encouraged her and her sister to get involved. ""From the youngest age I can remember, I loved horses and ponies. My mother was horse crazy and it was hereditary. There was never a day that I wasn't thinking about them (horses), feeding them, drawing them, riding or playing with them. I was just always going to ride. I never, ever, once had a thought in my mind that I wouldn't ride for any reason. It was just part of me.""  (fei.org)",,,"""If you are super talented and a little bit lucky, you will probably get to do things you never even imagined. If you aren't super talented, there will be a point you'll find out what your niche is and still get to be involved in the sport some way."" (fei.org)","Partner, Nick Skelton (equestrian), represented Great Britain in jumping at seven Olympic Games between 1988 and 2016, winning the team event in 2012 and the individual event in 2016. On both occasions he set a record for the oldest gold medallist in Olympic equestrian jumping. In 2016 he was the oldest medallist in any sport at the Games, aged 58 years 233 days",,
Laura LINDEMANN,Female,Athlete,GER,Germany,,,Triathlon,Women's Individual,1996-06-26,1996,BERLIN,Germany,POTSDAM,Germany,,,Athlete. She has studied to become an officer with the Brandenburg Police in Germany,,,"English, German",Personal: Dan Lorang,"Her swimming coach suggested she take up triathlon. ""As a child I took part in a few running competitions but I stopped because I was afraid of the starting signal. They shot with a pistol, I didn't like that."" She started swimming at age six and was a breaststroke swimmer until 2012 before switching to triathlon. ""I had not been able to fulfil the required performance level for swimming in the ninth grade, so the coach said I should switch sports or give up sport altogether. Sport has always been the focus of my life, so I switched to triathlon, even though I had never done it before. At first, as a breaststroke swimmer who needed one to two minutes for competitions, I thought that races over an hour or two would be very boring. But I quickly realised how much I enjoyed it."" (myInfo)",,,,,,
